ID,username,date,text
314,回头成一笑,2022年01月31日 17:48,#刘学州#学州弟弟除夕快乐 ​
315,华夏子奈,2022年01月31日 17:37,#刘学州# 他朋友圈里说要考的本科原来是河北师大 ​
316,Carenbalabala,2022年01月31日 17:25,孩子，过年好呀如果重生，那祝你一生都活在爱中@刘学州a ​
317,小书摊营业,2022年01月31日 17:07,可能和小时侯的经历相关，大学以后，上班以后，性格也改变了很多，变得不在内向，自卑，性格也在慢慢转变，也加入销售这个行列，但是在上班的时候也遇到也和我曾经一样的人，在一个集体被排挤的那一个人，我也许能更好的感同深受，会为那一个人去考虑，不会因为别人那样，我就要那样，因为会看到他的感 ​  展开c
318,小金鱼游泳哇,2022年01月31日 17:04,#除夕快乐# 刘学州没法过除夕，没法过年，那些害他的禽兽父母、网络喷子、不良媒体却能过。 ​
319,华图教育,2022年01月31日 17:00,#广东省考# 刘学州事件和《开端》都告诉我们：拒绝网络暴力！ ​
320,未命名_fyy,2022年01月31日 16:58,大过年的，抖音一会刷到孙卓，一会刷到刘学州的，真是一个笑的不行，一会又心疼的不行。。。 ​
321,山西雪豹,2022年01月31日 16:52,#刘学州亲生父母或将涉嫌遗弃罪# 这个也不能遗忘，应该判刑。 ​
322,太阳雨9909,2022年01月31日 16:31,刘学州 2南昌·进贤县 ​
323,王瑞平-知心世界姐,2022年01月31日 16:23,重生！ 刘学州，我想对你说咱们一起重生吧！活着的，死去的，未来的！统统静下心来，体悟，内在，刘学州，如此弱小的生命，拼尽生命想要成就什么？内在想表达什么？街头留影，天真的假笑病理的心智模式刘学州父母本身就是黑洞，无能力撑起那么洁净的天空网络喷手也是黒洞，功击背 ​  展开c
324,用户6297619570,2022年01月31日 16:08,#刘学州#宝宝  这一生你受苦了  可不可以托个梦告诉姐姐  你现在过得很好  姐姐想你 ​
325,用户6297619570,2022年01月31日 16:07,#刘学州#宝宝  今天除夕  说好不哭的  但是打开手机看到关于你的消息  我还是泪奔了 ​
326,零三年二十九,2022年01月31日 15:38,直接放图 让全国人民来看看这对生而不养的狗男女#刘学州亲生父母或将涉嫌遗弃罪# ​
327,离亭宴月,2022年01月31日 15:37,把刘学州的事和被拐女人的事对立起来真的让人无语 你没事吧？？？男生都走了还要被拿出来搞性别对立 有病没呢你 本来是拐/卖有罪的事非要往性别对立上讲 拐/卖/犯都得谢谢你把火力引开 ​
328,一点星娱乐,2022年01月31日 15:34,刘学州一生太苦…愿来世幸福！  L很难的微博视频 ​
329,傻傻地等光,2022年01月31日 15:29,刷到抖音看到18年的刘学州，真是是个孩子呀，21年的刘学州也就15岁而已，却比很多人都要成熟和优秀，但是却要承受那么多恶意，命运多舛…一个人走了，没有爸妈，从此他的痕迹真的就慢慢消失了…忍不住哭了为什么2022年了，还要发生这种悲剧… ​
330,肖意一肖宇齐,2022年01月31日 15:14,刘学州@刘学州a ，祝你#新年快乐#，在那个美丽#漂亮#的地方要#永远#开心#幸福#哦…… ​
331,打靶归来82247,2022年01月31日 15:00,#刘学州遗书希望加害者得到惩罚#有没有警方公布一下进展啊，两个畜生还在过年吧 ​
332,大豆荚儿,2022年01月31日 14:55,这些天都被刘学州和徐州8孩妈的事情堵着心，我要是灭霸，响指已经打了两次了。 ​
333,白蘋E,2022年01月31日 14:52,#刘学州亲生父母或涉遗弃罪# 持续关注。不会忘记。 ​
334,陈文文哇,2022年01月31日 14:49,每天坚持搜几遍刘学州，希望大家别忘记这个男孩为之付出了生命，我在等一个结果#刘学州##刘学州遗书希望加害者得到惩罚##刘学州之死其生父母或担刑责#  ​
335,军武季,2022年01月31日 14:39,1月31日，刘学州舅妈发18年春节视频怀念州州：“多么希望这一切只是梦境！” L军武季的微博视频 ​
336,奎哥说,2022年01月31日 14:29,有多少人曾为“拼尽全力活成一束光”的刘学州心痛？我们需要什么反思？ ?  O网页链接 来源: @知乎 ​
337,奎哥说,2022年01月31日 14:27,有多少人曾为“拼尽全力活成一束光”的刘学州心痛？我们需要什么反思？。By: 奎哥说 ?  O网页链接 知乎 ​
338,透物见人,2022年01月31日 14:23,从刘学州父母转到骂媒体，从八个孩子的狗东西转到骂黄璐，无端消耗公共能量，不断变换焦点，都是猪吗？有屎就拱？ ​
339,正义化身YANG,2022年01月31日 14:04,刘学州走了、昨晚一个刚出生的孩子扔到雪里冻死了。那些为了自己一时的舒服而至他人于死地的人、至他人痛苦一辈子的人！你们有何感想！? ? ?  ​
340,段段情感,2022年01月31日 13:58,好像已经很多年不会哭了，最近的两次落泪：一次是备考时候咋背也背不过的专业课，我躲在卫生间一直背啊背，考试的前一晚我坐在沙发上一夜背了两本书，其实很多事逼到一定程度人的潜力是无限的；另一次是因为刘学州的离开，多么好的孩子啊，愿天堂没有网暴没有失望。喝孟婆汤的时候记得多加点糖，祝你新 ​  展开c
341,下次去挪威看雪夜,2022年01月31日 13:56,鹿道森 刘学州 新年快乐 ​
342,嘉宁小邓之心想事成版,2022年01月31日 13:45,#刘学州# 别人摔倒了 如果不能扶 别踩过去也是一种善良 ​
343,芥末草的冬天,2022年01月31日 13:40,@刘学州a 弟弟，除夕快乐哟 ​
344,转身过后的温柔41617,2022年01月31日 13:19,刘学州  新年快乐  虽然我知道你看不到了，但是我还是要跟你说:  新年快乐 2攀枝花·米易县 ​
345,姑苏家的公子叫慕容530,2022年01月31日 13:09,#刘学州##暴力# 希望有人可以看完我的22年的人生，新的一年里，希望可以拒绝一切暴力。不管是家庭还是校园还是社会情感 2宿迁 ​
346,臧皋,2022年01月31日 13:02,#刘学州后续# 热度降下来了就没事了吗？后续呢 2毕节 ​
347,翟海潮,2022年01月31日 12:51,发布了头条文章：《15岁“寻亲男孩”绝望离世，请社会对网络暴力说不》#刘学州去世##拒绝网络暴力##思想者互动# O15岁“寻亲男孩”绝望离世，请社会对网络暴力说不 ​
348,娄钰杰,2022年01月31日 12:41,#刘学州##刘学州去世#  一路走好 ​
349,我叫王金兔,2022年01月31日 12:39,特别特别想死就是没勇气 刘学州是吃的什么药啊 ​
350,罪厚星河,2022年01月31日 12:29,‘生来即轻，还时亦静’，这是一位16岁孩子，在离开人世间之前写出来的，太悲了，2022年春节即将来到，刘学州这孩子离开已经8天了(1/24-1/31)，每每再去翻看或翻到短视频，看到那灿烂的笑容，还是禁不住泪满双眼，刘学州走了，这已无法挽回，希望另外一个世界，你依旧笑容灿烂，也祝你‘春节快乐’！ ​
351,第一铁汉火锅店老板娘,2022年01月31日 12:24,#三生三世打开孙志军#看到这个热搜，好希望州州也是下凡来历劫的，历劫回去继续做幸福快乐的神仙#刘学州# ​
352,Lxh罗小焕,2022年01月31日 12:20,嘿，刘学州小先生天堂有除夕吗？ 2深圳·东门 LLxh罗小焕的微博视频 ​
353,白露知时节,2022年01月31日 12:20,#除夕快乐#第一次对有些畜生说，祝你们除夕不快乐！杀死孩子，你们过年？！于心何忍，良心不痛吗？用笔杀孩子，懦夫、畜生！刘学州，天堂走好！！ ​
354,时光倒回机器,2022年01月31日 12:18,送你一朵小红花，来遮住你今生所有的伤疤多么苦难的日子里，你都已战胜了他……送你一朵小红花，奖励你不管到哪儿，我都不会忘记你啊！#刘学州##刘学州遗书希望加害者得到惩罚# ​
355,金风学隶书,2022年01月31日 12:13,6.:/ 向阳而生的翩翩少年……%刘学州；︽︽Mwxyuuaitp8︽︽咑幵ÞŐŬŸľÑ搜索 2天津 L金风学隶书的微博视频 ​
356,天国的医生,2022年01月31日 12:10,《刘学州生命中有两个贵人给了他生活和学习的动力》1月24日0时02分，寻亲男孩刘学州在微博用7000多字回顾了自己的一生后，离开了这个世界。刘学州的生父母收到了6000块，中间人获利2.1万元。O网页链接 祝刘学州的舅舅、舅妈，一生平安，健康，喜乐!祝你们一生富贵!你们是世界上心灵最美的 ​  展开c
357,苍山雪原的回忆,2022年01月31日 12:04,南无阿弥陀佛，愿刘学州一路走好 ，愿另一个世界没有冷血和伤害。?  L苍山雪原的回忆的微博视频 ​
358,想啥呢2022,2022年01月31日 11:57,刚刚看到八娃事件通报，怎么说呢，还有好多事不清楚呢。希望会有陆陆续续的调查结果吧。这位妇女没有在失踪人口的记录里，是不是就是家人实际上知道她在哪里？24年不联系自己的孩子？还是父母已过世？这几天，还有刘学州去世的不幸事件，希望参与网暴这个孩子的也受到惩罚。希望天下安康，疫情快快过去 ​  展开c
359,某真祖CR1,2022年01月31日 11:53,刘学州：啊，他们这快就下来陪我了，人呢？（掏出+5血石屠人旋风精金巨剑） ​
360,洪二一废肆,2022年01月31日 11:49,现在帮助董某人好好生活的人跟网暴刘学州的人重合度一定很高…… ​
361,人间四月天51129,2022年01月31日 11:48,人间值得，再坚持一下，就好了，就差一点啊。@刘学州a #刘学州# ​
362,0乌托邦0,2022年01月31日 11:47,15岁的男孩永远离开了这个世界谁知道他还能被人记得多久呢这一生太苦如果有来世愿他能投生到一个幸福的家庭@刘学州a ​
363,时光倒回机器,2022年01月31日 11:41,#刘学州#可怜的孩子，孤独的背影。孩子去吧，孤独别醒来。你渴望的离开，只是无处停摆 ​
364,樱井侑子本丸甜,2022年01月31日 11:37,#刘学州# #新京报# 春天啊暖阳啊快些来吧，保全他一路上无风无浪，我的白马儿你慢些跑啊，这一次没有我带你，回家...@刘学州a 2达州·宣汉县 L樱井侑子本丸甜的微博视频 ​
365,鸣人出场了叫我,2022年01月31日 11:31,#刘学州# 每日一问 欺负刘学州的畜生遭报应了吗 ​
366,晨初小欹,2022年01月31日 11:29,看完刘学州的遗书，有几个身份很显眼：警察(告诫不要打扰亲生父母家庭) 医生(做中间人联系人贩子) 教师(言语相加及猥亵) 媒体(颠倒是非引导舆论引起网暴)，本来都是令人尊敬的字眼实打实的成为了雪崩的加害者。《理想国》里色拉叙马霍斯提出论断说：正义是为统治阶级服务的，它为的是统治阶级的利益。 ​  展开c
367,露水影视,2022年01月31日 11:23,#综艺剪辑#刘学州刘学州被亲生父母拉黑这是什么苦情的人生啊娱乐评论大赏  L露水影视的微博视频 ​
368,WS偏执狂,2022年01月31日 11:16,第一眼心里面还想着。这小孩怎么这么像刘学州，原来真的是他，18年春节的时候看着好小。LWS偏执狂的微博视频 ​
369,设定控主页,2022年01月31日 11:14,"新京全部关于""丰县八孩女子""只有图一这一条，可能是编排刘学州时，编辑们全体暴毙了吧。澎湃转播了当地官方消息。观察者网收集了一些其他信息。搜""丰县""和""八孩女子""的结果都差不多。 ​"
370,抱剑行天下,2022年01月31日 11:14,这届皇冠病毒很狡猾：1、辉瑞的麻辣疫苗对付不了它；2、它居然懂得跟人类科学家捉迷藏；3、它变异如此之快，居然突破了遗传变异的时间规律；4、它打破了病毒传播的基本规律，居然懂得利用邮件、冷链来传播；5、目的性很强，使命感浓郁，工具色彩明显。种种迹象表明，这届病毒，虽是低级生物，但有高级 ​  展开c
371,世纪末的魔术师啊,2022年01月31日 11:13,不能再刷到刘学州的视频了，大过年的太好哭了太惨了。人生在世都不容易，但是15岁就经历这么多并且很多伤害来自亲生父母真的太让人难受了希望真的是一种解脱希望为人父母是经过深思熟虑的决定希望洲洲下辈子平安喜乐 ​
